3.516507397252478517e-01,3.612954823964544260e-01,3.709506241989450892e-01,3.873574327594488387e-01,4.006725268510298310e-01,3.547664443117516941e-01,3.251008206557770563e-01,3.745624945230515146e-01,3.612464581257405216e-01,3.101490866646220423e-01,3.726648330585310975e-01,3.139171822218825292e-01,3.556277293462932754e-01,3.898165909439524901e-01,3.762710892384097394e-01,3.525662439642207602e-01,3.323618020139404439e-01,3.250769783904446930e-01,3.771863999703828352e-01,3.650581285894816119e-01,3.986153695612055237e-01,3.690641101241047828e-01,3.400942301284247682e-01,3.288922896355941372e-01,3.116498365532993642e-01,3.263014757211227246e-01,3.444746545583698416e-01,3.812385633736410373e-01,3.790168569800279053e-01,4.143104474120016811e-01,3.402539312042789921e-01,3.435862626194938207e-01,3.345487130104466411e-01,3.448040754516555340e-01,3.873811486666630666e-01,3.706602997309825787e-01,3.855657000097382214e-01,3.388428263759396541e-01,3.251569932210570113e-01,3.198966843559774564e-01,3.529570256569200537e-01,3.521933592581132921e-01,3.786898310487117891e-01,3.618146831388536211e-01,3.157981752988077706e-01,3.719495836389141719e-01,3.589399312315502688e-01,3.917525335237931339e-01,3.587858757496343309e-01,3.676130192208084124e-01,3.498048529522022054e-01,3.880022765767385251e-01,3.721223496216687909e-01,3.583708408578327731e-01,3.040954606692094497e-01,3.624516913284640540e-01,3.297477997429869578e-01,3.540540705763529639e-01,3.818533971577294239e-01,3.881645224050322418e-01,3.630114245563167419e-01,3.233057830239904340e-01,3.280479713048365387e-01,3.673554378194176517e-01,3.768298051332824583e-01,4.122047591096369423e-01,3.661740254871367894e-01,3.475710645142495725e-01,3.513860246544674437e-01,3.132946825762497611e-01,3.296635000251111891e-01,3.499923401301978654e-01,3.508011787847811758e-01,3.687192872847137037e-01,4.075646331731279659e-01,3.509769291822902870e-01
3.461078228642500698e-01,3.504993013526155332e-01,3.508327791317971678e-01,3.644209553986989536e-01,3.826816924371317929e-01,3.389796093601871729e-01,3.166215954360622753e-01,3.551850665486528391e-01,3.421461517747287351e-01,2.955259138947067821e-01,3.518724803451802052e-01,2.934352876498989016e-01,3.387814383202891744e-01,3.680507166356045690e-01,3.620926672649624756e-01,3.421972366262536758e-01,3.187391886494338467e-01,3.136654104605900995e-01,3.580235109933482818e-01,3.535467656352965782e-01,3.909742064568098030e-01,3.573141346451668143e-01,3.244099551172213713e-01,2.890502998378847166e-01,3.031105803108624097e-01,3.170655308638632430e-01,3.305635004588398096e-01,3.546028311181435577e-01,3.678413752374680712e-01,4.124655849697618781e-01,3.249465988286800999e-01,3.224448701513727422e-01,3.200420165868761990e-01,3.367650037555139364e-01,3.703582688334753348e-01,3.499864172319232525e-01,3.372992132283216260e-01,3.191579440903986598e-01,3.078499342516476944e-01,3.118125609840737833e-01,3.400239443800588401e-01,3.352319398945278195e-01,3.521012890631315950e-01,3.308962035462300055e-01,2.814191626835368387e-01,3.492301219818774727e-01,3.493964180017879451e-01,3.733772173820471552e-01,3.523299837981668792e-01,3.574477974680378978e-01,3.355724271604438314e-01,3.749791722921863024e-01,3.520221201843178327e-01,3.390155772204459517e-01,2.863280438420210960e-01,3.379399918294403449e-01,2.908507062167304258e-01,3.361361575122095990e-01,3.618247787777182367e-01,3.782273918074221530e-01,3.389223223727728107e-01,3.188771342488276317e-01,3.146873822117310926e-01,3.447623913242265359e-01,3.606752767932735471e-01,4.006828096705339903e-01,3.575584916598055774e-01,3.325468698430263936e-01,3.291692458503168717e-01,2.992496544998543562e-01,3.188562445427794434e-01,3.344906773458951044e-01,3.340072781630260557e-01,3.532509942229298261e-01,4.063514283028543117e-01,3.370330064034492978e-01
3.173069848857455466e-01,3.279485066903184420e-01,3.203847740798042021e-01,3.614375580737779203e-01,3.670689049716570618e-01,3.130464316520057411e-01,3.036481690388241339e-01,3.303809836287101009e-01,3.226419019630287766e-01,2.869075049310320091e-01,3.338938243091912339e-01,2.951018276650446137e-01,3.199932348128496362e-01,3.577098211800581185e-01,3.401156643524549938e-01,3.189772945430655593e-01,2.984927593510744992e-01,2.975512422209611874e-01,3.350339218884893500e-01,3.296171309696406260e-01,3.539878608277409744e-01,3.297719273625158154e-01,2.991941926297720378e-01,2.779055520852626304e-01,2.837052372635597286e-01,2.953141230696465502e-01,3.043506300985915902e-01,3.298908632832481258e-01,3.443151584209395155e-01,3.873187702392254517e-01,3.060745304609331363e-01,3.051811503554946459e-01,3.002209968501246551e-01,3.066865810564762818e-01,3.514852582327850916e-01,3.262168636584781289e-01,3.287568617835561202e-01,2.940718414717292672e-01,2.859930640182474226e-01,2.832881557140994877e-01,3.092554549028700972e-01,3.059750236631458287e-01,3.256630464639806433e-01,3.109889316085895361e-01,2.640764960927237670e-01,3.276168406811545974e-01,3.194742276277716120e-01,3.404262028206223034e-01,3.124185971011015917e-01,3.228379279385181211e-01,3.096578386148361450e-01,3.430176138996145485e-01,3.257872272350108012e-01,3.148359827997438409e-01,2.646970476149478890e-01,3.121278074842917527e-01,2.959200018804087895e-01,3.070539910464794020e-01,3.267332500161764242e-01,3.506887390774506286e-01,3.197621370678320196e-01,2.925403901955568875e-01,2.940905781398224783e-01,3.167565033034203670e-01,3.363421559271588812e-01,3.625502627195665295e-01,3.316074404704756340e-01,3.059254224989205184e-01,3.138358722385072852e-01,2.821303097303741736e-01,3.001198558216601198e-01,3.085874516981033655e-01,3.052610255982564080e-01,3.267936951105944732e-01,3.693184049358029242e-01,3.072624259392787716e-01
3.307043084270224198e-01,3.453627231685737486e-01,3.581027108832872674e-01,3.753748492555939453e-01,3.913834725816728866e-01,3.462626227612429219e-01,3.145141442342254123e-01,3.650694522717788937e-01,3.557603629366284936e-01,3.000281710964804449e-01,3.689869576135726970e-01,3.096263026966850074e-01,3.443279949197472489e-01,3.722466411920278828e-01,3.582563118703406269e-01,3.350487780260365533e-01,3.195873382656541084e-01,3.086848280315781512e-01,3.747710266739111562e-01,3.495241431306133628e-01,3.813517483106835249e-01,3.524969503090106815e-01,3.279672084476287774e-01,3.005804144537502776e-01,3.030747227459048010e-01,3.090829367229360192e-01,3.370843009651855460e-01,3.617252320764716700e-01,3.635077622120972962e-01,4.022006524810953776e-01,3.278876261671012093e-01,3.315037810445978228e-01,3.172233348623326177e-01,3.352197063534919086e-01,3.734257777065328465e-01,3.713747475776867368e-01,3.393558567844236484e-01,3.406957893443796626e-01,3.173452059864601549e-01,3.115867167145804917e-01,3.398856619421609104e-01,3.383937080613633741e-01,3.772436828373357809e-01,3.481834202712116855e-01,3.101387889290767585e-01,3.403514019775863986e-01,3.388434387893569100e-01,3.867040833129499755e-01,3.527406021876884346e-01,3.614889858044651461e-01,3.478747433247428855e-01,3.758237539728215282e-01,3.653782113138144827e-01,3.509513552385410406e-01,2.862698947691554863e-01,3.565838925239653290e-01,3.300392103534990906e-01,3.430809002904237071e-01,3.679803830260955921e-01,3.704421532777041892e-01,3.391458644004224365e-01,3.212860385334680990e-01,3.122082683377624401e-01,3.710874344764888977e-01,3.560659266118889610e-01,3.880424179863005141e-01,3.517300239298430942e-01,3.382910640675390046e-01,3.408748358891330876e-01,3.045760429551493398e-01,3.142460396283142665e-01,3.408442355226114495e-01,3.390214431574215537e-01,3.571569150415550009e-01,3.975836748135798682e-01,3.385477709874374908e-01
3.244917534990764407e-01,3.251055816005736232e-01,3.371143754708808005e-01,3.682734075918854821e-01,3.651108620537586447e-01,3.162220710971738735e-01,3.056040759078080260e-01,3.381240903011423771e-01,3.246249834897170228e-01,2.838304226666348851e-01,3.346033606488624246e-01,2.859393002651001714e-01,3.080867772655710435e-01,3.643133128787594543e-01,3.376808868494164950e-01,3.223260027034784425e-01,3.039576448703962819e-01,2.969139005872561410e-01,3.406579361142698104e-01,3.263393476735456100e-01,3.570554515776366844e-01,3.303723874796705151e-01,3.025717773246928144e-01,2.669051924461741665e-01,2.833296452472692795e-01,2.934312465605438680e-01,3.090132951560529140e-01,3.138971434321297105e-01,3.376382837653838509e-01,3.816027510653898780e-01,3.055011598876027357e-01,3.060901834565263879e-01,3.036641763246989978e-01,3.057425544065236478e-01,3.279893596481399665e-01,3.125781043395761127e-01,3.348093431984868196e-01,2.859014054644050118e-01,2.924489246995931602e-01,2.915435742710746903e-01,3.150587712767672910e-01,3.323983735765382308e-01,3.235096999796980288e-01,3.305693130223431031e-01,2.138774934381737769e-01,3.320961044346418811e-01,3.239988086908925369e-01,3.470940232873057085e-01,3.411124425691427486e-01,3.515500773282584923e-01,3.143828071430272986e-01,3.537877989521586164e-01,3.337678236390514974e-01,3.230486921383923793e-01,2.695627015501843027e-01,3.224692823680162523e-01,2.831206296321637228e-01,3.164148118817039501e-01,3.389797945406691770e-01,3.537802684393096531e-01,3.198907110428972356e-01,2.958924597662054290e-01,2.967427541820128467e-01,3.400327277492752320e-01,3.323627064251020169e-01,3.717606545068549151e-01,3.292415797381055276e-01,3.106203925552800671e-01,3.136073134972365839e-01,2.858114360743529980e-01,3.043294741916682811e-01,3.138995916593975699e-01,3.134394486379665778e-01,3.287388088068912140e-01,3.869300958272985369e-01,3.116341005594199798e-01
3.133172448731254556e-01,3.227873111632101888e-01,3.352075209103467790e-01,3.348567506842132779e-01,3.504145363212836650e-01,3.113751086068556329e-01,2.882180785002166901e-01,3.292282382868527146e-01,3.203913023175382069e-01,2.716445022210970950e-01,3.252960964571644520e-01,2.881185643086722759e-01,3.060312480445137040e-01,3.362130401887491460e-01,3.338991135996580706e-01,3.135591583476416422e-01,2.989447912362726001e-01,2.886926946578304287e-01,3.312517403411204264e-01,3.199537223193982816e-01,3.544166754858767976e-01,3.241129460386758532e-01,2.959197241496266950e-01,3.066420455626359676e-01,2.809040499956030890e-01,2.862352664399420155e-01,3.015252922184313289e-01,3.253619084433175268e-01,3.339340570729840696e-01,3.777452482286749458e-01,2.949536068885678652e-01,2.957570799537612150e-01,2.995520222507886965e-01,2.989786587309820609e-01,3.386005348096111645e-01,3.105449332933939433e-01,3.381670683004940337e-01,3.122515643626072035e-01,2.877721660972072937e-01,2.902594465354542130e-01,3.079246067295623446e-01,3.061271429750670459e-01,3.232788281325303936e-01,3.216907607380908307e-01,2.930269020953834569e-01,3.207074760654128887e-01,3.184684141099614618e-01,3.440604182756143992e-01,3.205970228062844374e-01,3.295407144715851722e-01,3.092341348085113628e-01,3.530602501140077121e-01,3.263439176460206093e-01,3.140911427736546857e-01,2.675864369373023299e-01,3.173230700671224036e-01,2.815163941905340916e-01,3.123793755808624284e-01,3.375046152189606907e-01,3.491206688239990030e-01,3.134570552765040818e-01,2.900921047113650397e-01,2.937463146123875934e-01,3.288626377389821664e-01,3.317785203797732341e-01,3.638543184049603529e-01,3.263786736115196208e-01,3.060929522093058242e-01,3.079574120874407628e-01,2.816431946738622294e-01,2.982803185512239996e-01,3.081678140069186722e-01,3.095886271877087981e-01,3.229898133994222320e-01,3.795058248568872750e-01,3.075421403524603581e-01
3.186395974637425965e-01,3.098663656133036626e-01,3.262557374503642360e-01,3.396525377769786247e-01,3.395602406866666811e-01,3.027638728923839340e-01,2.909897894006970853e-01,3.183833024791736799e-01,3.070456061323939001e-01,2.796711816732887490e-01,3.160782575884418244e-01,3.126595311980040481e-01,3.056166043231610674e-01,3.335039271717550324e-01,3.289016627968737727e-01,3.064348019377014509e-01,3.132210016143750497e-01,2.931982301410950287e-01,3.246075202551383931e-01,3.135857519278814620e-01,3.419673722204357724e-01,3.176951357126091557e-01,2.913810350929023074e-01,3.136342244794695366e-01,2.776775720006030013e-01,2.847558054254525906e-01,2.948660317105186168e-01,3.192902092929490454e-01,3.307443905216921332e-01,3.698103445182491789e-01,2.947638679778416537e-01,2.902133311958036699e-01,3.025937532880240144e-01,3.014578355660895159e-01,3.358210916302097337e-01,3.153920710053133569e-01,3.433638579301960814e-01,3.339860586952774213e-01,2.843555477493483474e-01,3.021926627931031395e-01,3.037289879918587676e-01,3.008125739392176201e-01,3.281257566983996066e-01,3.256245659190090680e-01,2.641025981852506144e-01,3.301935680067451528e-01,3.112105295760869694e-01,3.405655331402474006e-01,3.133301694286519945e-01,3.304931008469625953e-01,2.993119493148215793e-01,3.410694463367959783e-01,3.181904035293793287e-01,3.077049953079780131e-01,2.688974407301458203e-01,3.257674475849598461e-01,2.952156473956840110e-01,3.040893677324550404e-01,3.333182392662431548e-01,3.376111578245779010e-01,3.152288451447877726e-01,3.083485878160105442e-01,2.983899853030837490e-01,3.191983585885455610e-01,3.199176555675537492e-01,3.529380826612400490e-01,3.204937910322858130e-01,2.969126589029393304e-01,3.292612115884042123e-01,2.837606222618659357e-01,2.905134946488162062e-01,2.988192945594081995e-01,3.009270681352217425e-01,3.154534562975513934e-01,3.743286379562767441e-01,3.035516639365726244e-01
3.394756501519598513e-01,3.414144739422148578e-01,3.409617832635422618e-01,3.808174176915987141e-01,3.819439337218684671e-01,3.290008616186987922e-01,3.251817987587429237e-01,3.497293231769489363e-01,3.369218040281623527e-01,3.017560316419748423e-01,3.503191475721146864e-01,3.081910509703145729e-01,3.381286512430125013e-01,3.759609756234103539e-01,3.546079162735792378e-01,3.309234952720934708e-01,3.226765080431892585e-01,3.111618413348193335e-01,3.523014806307928626e-01,3.435544678356143300e-01,3.728332379501855254e-01,3.544856933694619516e-01,3.166923019479301882e-01,3.072575043637342240e-01,2.984226078484140121e-01,3.073839172430404831e-01,3.210813566154323562e-01,3.371866331771888881e-01,3.550913092232290125e-01,4.145410279847641100e-01,3.216886946604134989e-01,3.187214411511322121e-01,3.168770677399644908e-01,3.290080514506374398e-01,3.686276891842605319e-01,3.435125313982524964e-01,3.503961703155085150e-01,3.430950667643900553e-01,3.088784130504441672e-01,3.139990151692586551e-01,3.312494312716984246e-01,3.377023563627610803e-01,3.552304272146489250e-01,3.412300119560814360e-01,2.759243182989307708e-01,3.509703429733216362e-01,3.419208250395402438e-01,3.592461947545659284e-01,3.407593394178564106e-01,3.616415453803786817e-01,3.300247395149703000e-01,3.685087970058436579e-01,3.505775259952983447e-01,3.307287830149059915e-01,2.891758797105429268e-01,3.340687678874910693e-01,3.156472868291753109e-01,3.326116850862262386e-01,3.549226874424060152e-01,3.645296964395849937e-01,3.443125632630504307e-01,3.217380135871636404e-01,3.204519051689329046e-01,3.478349200830838095e-01,3.515080842147109141e-01,3.848939223727029235e-01,3.477144484697575755e-01,3.234284240547358191e-01,3.434891183364801592e-01,3.002643227011323468e-01,3.129785438524910202e-01,3.263242179245730568e-01,3.334950865862803537e-01,3.490092650008795316e-01,4.068728896770364423e-01,3.343012156398415535e-01
3.634757946262391903e-01,3.573494228903990044e-01,3.474036246177241716e-01,3.946259154284221249e-01,3.927870696745270340e-01,3.444423628603676679e-01,3.315415843474006086e-01,3.662007708016901675e-01,3.507773793402304552e-01,3.040976603635047737e-01,3.622423480963193887e-01,3.053129538727623049e-01,3.375802053524251667e-01,3.853911095015702393e-01,3.725182325386333648e-01,3.535043765927220472e-01,3.297490547370333092e-01,3.246629230825991974e-01,3.653162206285663349e-01,3.586851287458127091e-01,3.938738152611996335e-01,3.654997482457121305e-01,3.277157183426377407e-01,3.219905275860743266e-01,3.108762812688513621e-01,3.180027896861589709e-01,3.348201401246580500e-01,3.578386676893199336e-01,3.724625975490549745e-01,4.249348715205450433e-01,3.349350708799223586e-01,3.342800394902912808e-01,3.280846402934143868e-01,3.369584794087510660e-01,3.597528537458878350e-01,3.625454205397588003e-01,3.948295844073859140e-01,3.372120993801886457e-01,3.175387594630528221e-01,3.143738931241978896e-01,3.422895834205539889e-01,3.389387836788112507e-01,3.580038398060709781e-01,3.477308323397802492e-01,2.612325694078526106e-01,3.608029653416329752e-01,3.528899792948572700e-01,3.739795843766873795e-01,3.386653420215157140e-01,3.543751600847254157e-01,3.392051828741886599e-01,3.805323400867900441e-01,3.608185760837918643e-01,3.407246177813202936e-01,2.884776333157631489e-01,3.440993630179920437e-01,3.208300459042830455e-01,3.402649277514101511e-01,3.643987836873671116e-01,3.884687327823301284e-01,3.478661452650968489e-01,3.197851844964370027e-01,3.214589842838905254e-01,3.595774219688426254e-01,3.767035999125969425e-01,4.125304474583992853e-01,3.611318509627272633e-01,3.376438077577198493e-01,3.397493746690854466e-01,3.076531144131878226e-01,3.256948211234936275e-01,3.405408008449297141e-01,3.387320693096247393e-01,3.605654948560195194e-01,4.035726290085918100e-01,3.395616258392171738e-01
3.622601457178723505e-01,3.627723520124744305e-01,3.661104986219577140e-01,3.864104425268169996e-01,4.013032598772894866e-01,3.538666179078792662e-01,3.317172803960667937e-01,3.730158750303200210e-01,3.628486430493875758e-01,3.118827732876824355e-01,3.754596453264311684e-01,3.232793167608069562e-01,3.584865087418351859e-01,3.897027970745770564e-01,3.775006662927542500e-01,3.528322845159789778e-01,3.352227528581724902e-01,3.257757442363206080e-01,3.787945535715013246e-01,3.644186857132934998e-01,3.977919405663364882e-01,3.681010933411135166e-01,3.370362086694131953e-01,3.397262053078202171e-01,3.127838337847794747e-01,3.239553395879119502e-01,3.428211529925270784e-01,3.766945269404436969e-01,3.800683791298046788e-01,4.297053290480128407e-01,3.434622257901911446e-01,3.410323024387515445e-01,3.329008966453603779e-01,3.472340324630554531e-01,3.897978930575847212e-01,3.549233332069292590e-01,3.798224786149806409e-01,3.506134107634468200e-01,3.291328627687822306e-01,3.220821310743035015e-01,3.498537122482449635e-01,3.447460109350945490e-01,3.623653739608452273e-01,3.387397671681120492e-01,3.063725166510443687e-01,3.639291616253801376e-01,3.513377586109340811e-01,3.839346775292993841e-01,3.543408101155422485e-01,3.601760118743125849e-01,3.464382764537549675e-01,3.825128380711259046e-01,3.723317758834293612e-01,3.579011108496295002e-01,2.974763945889497552e-01,3.542313090396707054e-01,3.237695061485166836e-01,3.479048144721742508e-01,3.641592918998959316e-01,3.876502234038166628e-01,3.511039362347395110e-01,3.252468813182518570e-01,3.253050653021912764e-01,3.615622094118763341e-01,3.695288205989576968e-01,4.121814389548752455e-01,3.648336072361684224e-01,3.442275029981404777e-01,3.560943964973058429e-01,3.072637340671818262e-01,3.291313752115459512e-01,3.474232042934538578e-01,3.495406335367888806e-01,3.677330781585220199e-01,3.922502878875582244e-01,3.476631541050209662e-01
